,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
19153,low-cost house,hulu langat,84.0,64.0,2023,0,1,5781.25,4,0,16,0,0,0,0,0,0,0.734,1.978,0.561,4.271,9.773,3.499,0.946,2.01,0.348,4.498,10.018,3.448,1,HU_011
30288,condominium/apartment,kuala lumpur,9.9,9.9,2024,4,1,45454.55,15,16,4,1,1,5,873663,834205,1707868,0.483,0.594,0.532,1.353,1.097,0.904,0.46,0.705,1.664,3.098,2.033,1.616,1,KU_044
10993,low-cost flat,petaling,61.0,61.0,2023,4,0,3934.43,10,1,4,1,2,3,197738,203823,401561,0.395,0.921,0.894,3.054,1.281,0.352,0.846,1.997,1.968,3.461,2.817,2.302,1,PE_079
43196,2 - 2 1/2 storey terraced,hulu langat,115.0,111.0,2023,0,0,4279.28,2,5,0,4,0,0,0,0,0,2.154,0.25,1.697,2.08,4.096,5.965,2.262,0.126,2.303,2.088,2.805,5.917,0,HU_028
4361,2 - 2 1/2 storey terraced,klang,83.0,68.0,2023,0,1,6323.53,2,10,3,1,0,0,0,0,0,0.306,0.372,1.074,2.512,5.981,2.58,0.377,0.31,1.766,2.926,7.202,3.258,1,KL_022
65602,condominium/apartment,gombak,119.0,119.0,2024,2,1,2268.91,8,0,4,1,0,1,0,30977,30977,1.158,3.133,2.332,5.056,9.787,12.372,0.0,1.948,1.645,1.973,12.127,1.114,0,GO_000
14170,low-cost flat,petaling,60.0,60.0,2023,8,1,2666.67,1,1,8,2,0,0,0,0,0,0.104,1.379,0.665,1.816,7.219,2.343,0.254,2.068,0.665,3.348,6.567,2.597,1,PE_072
24926,2 - 2 1/2 storey terraced,kuala lumpur,204.0,139.4,2024,0,0,8321.38,1,1,3,3,0,0,0,0,0,0.893,1.366,0.816,3.196,1.668,1.249,3.719,0.352,2.615,3.252,4.575,2.431,1,KU_042
59516,2 - 2 1/2 storey semi-detached,hulu langat,325.0,323.0,2024,0,1,5789.47,3,3,5,0,0,0,0,0,0,0.721,1.747,0.242,5.505,4.854,5.835,0.616,1.903,0.242,6.063,4.661,5.791,0,HU_021
40440,1 - 1 1/2 storey terraced,kuala langat,145.0,109.94,2023,0,0,3192.65,0,0,0,2,0,0,0,0,0,2.821,2.307,12.257,6.267,9.047,13.465,2.701,2.14,15.299,5.539,8.896,24.44,0,KU_009
43301,2 - 2 1/2 storey terraced,hulu langat,143.0,128.0,2023,0,1,3046.88,2,2,4,1,0,0,0,0,0,1.44,1.077,0.185,1.986,5.853,14.434,1.802,1.263,0.0,2.008,6.723,14.522,0,HU_034
9062,low-cost flat,kuala lumpur,5.2,5.2,2024,2,0,26538.46,3,3,0,0,3,1,0,32767,32767,0.129,1.004,2.159,1.725,2.078,2.19,0.401,1.371,3.314,3.216,1.562,3.796,1,KU_048
45945,2 - 2 1/2 storey terraced,kuala lumpur,381.0,164.0,2023,0,1,13109.76,5,6,9,2,0,0,0,0,0,0.848,1.03,0.354,1.169,5.673,5.554,1.018,1.093,0.026,1.194,6.272,4.742,0,KU_127
53790,2 - 2 1/2 storey semi-detached,petaling,327.0,316.59,2023,0,1,9463.34,3,0,19,3,0,0,0,0,0,0.576,1.739,0.406,0.966,4.409,9.097,0.69,2.012,0.291,0.0,7.218,7.3,0,PE_014
25699,2 - 2 1/2 storey terraced,petaling,130.0,109.0,2024,0,1,5706.42,1,2,4,0,2,0,0,0,0,1.555,0.904,0.793,3.349,0.881,2.817,1.624,0.792,0.812,3.116,0.853,2.828,1,PE_071
10351,low-cost flat,klang,60.0,60.0,2023,0,1,3500.0,2,6,15,6,0,0,0,0,0,0.246,1.359,0.188,0.178,2.629,2.465,0.847,1.512,0.456,0.0,3.035,2.93,1,KL_019
46739,2 - 2 1/2 storey semi-detached,putrajaya,719.0,366.0,2024,0,1,8620.22,0,0,2,0,0,0,0,0,0,3.037,2.638,3.172,21.0,6.275,6.776,3.216,2.457,3.936,21.0,6.113,6.841,0,PU_139
29683,condominium/apartment,hulu langat,96.0,96.0,2023,5,0,406.25,10,8,7,0,1,0,0,0,0,1.17,1.152,1.126,3.668,5.957,2.102,1.073,0.914,1.179,3.557,5.911,2.05,1,HU_012
39013,1 - 1 1/2 storey terraced,hulu langat,121.0,74.0,2023,0,1,3851.35,0,2,4,0,0,0,0,0,0,1.352,1.31,0.587,0.952,4.949,9.805,1.275,1.352,0.478,1.372,4.827,9.703,0,HU_023
26130,condominium/apartment,petaling,69.0,69.0,2024,3,1,5217.39,4,7,12,1,0,1,43643,45799,89442,0.591,0.513,0.744,3.628,2.279,0.998,0.934,0.091,0.015,3.471,4.346,0.992,1,PE_066
48062,low-cost flat,petaling,48.0,48.0,2024,5,0,4166.67,4,7,19,0,0,0,0,0,0,1.236,0.603,0.026,3.018,6.646,6.131,1.174,0.449,0.0,2.619,4.187,4.298,0,PE_015
67300,low-cost house,gombak,238.57,75.0,2024,0,1,6000.0,1,4,0,1,1,0,0,0,0,1.528,0.317,2.1,1.574,2.504,19.16,1.536,0.183,2.75,1.59,2.925,24.995,0,GO_004
34962,low-cost flat,petaling,60.39,60.39,2023,24,0,2897.83,2,2,6,4,0,0,0,0,0,0.825,3.112,3.289,0.327,4.15,3.394,0.087,3.218,3.16,0.251,5.06,5.187,1,PE_061
19364,low-cost house,klang,102.0,56.0,2023,0,1,5357.14,1,3,5,1,0,0,0,0,0,0.818,1.41,0.705,2.267,4.019,4.696,0.442,1.082,0.404,1.829,4.153,5.053,1,KL_019
27838,condominium/apartment,kuala lumpur,8.9,8.9,2023,2,0,50561.8,6,9,2,2,0,1,88635,76217,164852,0.729,0.983,1.316,2.962,2.602,0.781,0.26,1.097,1.518,3.71,2.821,1.638,1,KU_048
54058,condominium/apartment,gombak,75.0,75.0,2023,6,0,2666.67,2,4,0,10,0,0,0,0,0,0.181,0.689,2.359,0.599,3.577,17.206,0.181,0.328,2.329,0.503,4.536,21.91,0,GO_004
52367,condominium/apartment,kuala langat,69.0,69.0,2024,5,0,2898.55,0,0,0,0,2,0,0,0,0,1.491,3.948,2.963,14.74,3.996,13.465,1.503,3.74,3.016,14.86,4.006,24.44,0,KU_006
62569,2 - 2 1/2 storey terraced,kuala selangor,259.0,121.0,2024,0,1,7057.85,0,0,1,1,0,0,0,0,0,2.944,3.859,0.568,4.215,9.814,21.0,3.566,4.508,1.137,10.239,11.059,21.0,0,KU_073
22722,2 - 2 1/2 storey terraced,hulu langat,162.0,128.0,2024,0,1,5664.06,7,8,5,1,0,0,0,0,0,0.888,1.023,0.773,4.078,3.427,4.408,0.968,1.396,0.776,4.842,3.441,4.571,1,HU_016
41681,cluster house,klang,222.98,174.0,2023,0,1,4425.29,1,1,0,0,0,0,0,0,0,0.906,0.167,2.791,7.553,4.41,7.941,0.858,0.166,2.828,7.287,4.422,8.214,0,KL_055
29279,flat,kuala lumpur,9.4,9.4,2023,2,1,31914.89,7,17,1,2,0,2,709061,727213,1436274,0.223,0.322,0.71,1.855,1.852,0.438,0.273,0.393,2.079,2.586,2.434,0.835,1,KU_040
24202,2 - 2 1/2 storey terraced,klang,275.0,111.0,2024,0,1,6243.24,2,6,2,0,0,0,0,0,0,0.907,1.201,1.432,4.007,6.059,2.758,0.962,1.061,1.821,3.855,5.655,2.785,1,KL_021
61460,2 - 2 1/2 storey terraced,klang,163.0,140.0,2024,0,1,5607.14,0,0,1,0,0,0,0,0,0,2.284,1.973,1.851,7.798,3.537,7.068,2.205,1.974,1.856,7.94,3.549,7.341,0,KL_055
52006,flat,petaling,70.0,70.0,2023,6,1,4457.14,1,0,0,0,2,0,0,0,0,1.44,4.584,1.457,4.485,0.625,11.01,1.523,4.617,1.456,4.532,1.372,11.822,0,PE_014
14047,flat,hulu langat,74.32,74.32,2024,2,1,1587.73,2,4,4,4,0,0,0,0,0,0.459,1.222,0.567,1.933,6.741,3.22,0.526,1.15,0.592,1.934,6.714,4.799,1,HU_016
50559,flat,hulu langat,61.0,61.0,2024,2,0,2622.95,6,7,5,6,0,2,306789,296793,603582,1.514,4.351,1.24,1.266,10.325,6.052,1.48,2.672,3.321,1.258,6.374,3.079,0,HU_029
3635,2 - 2 1/2 storey terraced,hulu langat,93.0,89.0,2023,0,1,5617.98,6,4,2,16,0,1,88324,81064,169388,0.401,1.157,1.512,1.63,3.652,3.181,0.401,1.169,1.52,1.623,3.38,2.861,1,HU_010
59680,2 - 2 1/2 storey semi-detached,kuala langat,316.0,240.0,2024,0,1,3158.33,3,2,3,0,0,0,0,0,0,0.275,1.037,0.596,6.897,11.409,13.465,0.238,1.302,0.63,7.968,12.664,24.44,0,KU_006
67467,low-cost house,kuala selangor,76.64,63.0,2024,0,1,1904.76,0,0,0,1,0,0,0,0,0,9.935,1.974,9.306,4.199,8.333,21.0,9.969,2.018,9.338,2.602,6.936,21.0,0,KU_076
14050,flat,klang,74.32,74.32,2024,1,1,874.6,7,4,1,1,0,0,0,0,0,0.888,1.214,1.262,1.946,3.823,2.96,0.826,1.214,1.358,1.82,5.625,2.966,1,KL_021
39919,1 - 1 1/2 storey terraced,klang,143.07,72.0,2023,0,1,5555.56,1,3,4,1,0,0,0,0,0,0.805,0.568,1.274,1.102,5.742,5.56,1.003,1.089,1.3,1.356,5.772,6.028,0,KL_061
18994,condominium/apartment,petaling,106.0,106.0,2023,7,0,5000.0,5,3,7,0,0,1,146187,135238,281425,0.353,1.101,0.59,3.343,1.666,0.608,0.0,1.953,1.375,3.69,2.612,1.442,1,PE_070
21846,2 - 2 1/2 storey semi-detached,kuala lumpur,377.7,355.0,2024,0,0,8112.68,2,5,4,4,1,2,16402,70083,86485,0.631,1.104,0.554,2.934,1.406,0.987,0.758,1.008,0.613,1.677,3.77,2.586,1,KU_042
44639,2 - 2 1/2 storey terraced,klang,160.0,128.0,2023,0,1,6781.25,0,1,2,4,0,0,0,0,0,3.363,2.499,1.468,1.618,2.999,8.447,3.337,3.04,1.508,1.761,3.002,8.616,0,KL_063
29933,condominium/apartment,kuala lumpur,9.7,9.7,2024,21,1,43298.97,19,16,2,7,0,4,310597,287604,598201,0.419,0.709,0.392,0.17,2.341,0.17,0.503,0.876,0.864,0.254,2.501,0.254,1,KU_030
6199,2 - 2 1/2 storey terraced,kuala lumpur,336.02,196.0,2023,0,0,7397.96,3,5,5,9,0,0,0,0,0,0.621,0.19,1.098,0.898,2.369,1.406,0.476,0.692,1.383,0.377,2.094,2.431,1,KU_034
10290,low-cost flat,hulu langat,60.0,60.0,2023,0,0,3666.67,8,7,4,2,0,1,69783,63137,132920,0.202,0.573,0.407,1.779,3.489,1.319,0.245,0.416,0.407,1.816,3.491,1.38,1,HU_015
28076,flat,petaling,70.0,70.0,2023,4,0,1742.86,1,1,0,1,1,0,0,0,0,1.107,2.245,1.627,3.17,3.666,2.593,1.096,2.14,1.641,5.646,4.153,2.66,1,PE_071
64004,condominium/apartment,gombak,92.0,92.0,2023,7,0,2391.3,1,0,2,8,0,0,0,0,0,1.714,2.808,1.465,1.465,5.01,12.955,1.65,2.728,0.537,0.537,5.948,35.658,0,GO_001
23561,condominium/apartment,petaling,79.0,79.0,2025,6,0,3101.27,4,6,9,3,1,1,50990,45923,96913,0.789,1.242,0.423,1.648,1.297,1.588,0.701,1.18,0.25,1.545,1.194,1.557,1,PE_065
4557,2 - 2 1/2 storey terraced,klang,180.97,163.0,2023,0,1,3803.68,4,3,2,0,0,0,0,0,0,0.236,0.826,1.914,4.874,2.496,4.692,0.302,0.699,2.626,5.323,2.621,4.724,1,KL_017
52563,condominium/apartment,hulu langat,70.0,70.0,2023,3,1,2785.71,0,1,2,1,0,0,0,0,0,1.973,1.584,1.331,3.785,7.472,14.689,2.537,1.954,1.983,2.281,5.452,15.36,0,HU_035
53532,condominium/apartment,petaling,88.0,88.0,2024,5,1,3693.18,2,0,4,0,2,0,0,0,0,0.708,3.523,0.838,4.888,1.551,10.277,0.134,3.431,0.0,6.187,1.092,10.988,0,PE_014
48709,2 - 2 1/2 storey terraced,sepang,131.0,121.0,2023,0,0,5371.9,0,0,1,0,14,0,0,0,0,1.972,2.663,2.015,1.63,0.738,9.614,3.543,3.179,0.069,4.021,0.826,10.679,0,SE_108
20663,1 - 1 1/2 storey terraced,klang,130.0,85.0,2024,0,0,4470.59,0,1,0,0,0,0,0,0,0,1.844,1.353,3.525,6.847,5.54,4.811,1.637,0.909,3.626,6.031,5.815,4.941,1,KL_018
8426,condominium/apartment,petaling,269.0,269.0,2024,5,1,5055.76,0,1,1,0,0,0,0,0,0,1.983,2.938,1.316,4.261,3.658,1.598,2.717,2.949,1.413,5.345,5.784,2.272,1,PE_069
67821,1 - 1 1/2 storey terraced,klang,163.0,86.0,2025,0,1,6395.35,0,3,0,0,0,0,0,0,0,1.584,1.233,4.804,5.529,5.421,6.513,1.531,1.362,4.843,5.896,5.453,6.472,0,KL_068
28632,condominium/apartment,petaling,78.0,78.0,2023,13,0,3525.64,0,0,8,0,0,0,0,0,0,1.301,3.145,0.0,1.763,4.23,1.35,1.417,4.097,0.0,1.988,4.518,2.19,1,PE_063
36485,flat,petaling,79.0,79.0,2023,0,0,3797.47,7,5,3,3,0,3,156406,163429,319835,0.572,1.097,0.385,2.131,9.53,0.937,0.594,1.757,0.386,2.232,9.871,0.977,1,PE_068
11778,condominium/apartment,petaling,135.0,135.0,2023,9,0,5555.56,10,3,3,6,0,3,160798,170892,331690,0.128,0.881,1.422,0.561,1.908,0.171,0.0,0.89,1.31,0.598,3.785,0.835,1,PE_062
58301,1 - 1 1/2 storey terraced,klang,130.06,78.0,2024,0,1,4064.1,1,1,0,0,0,0,0,0,0,1.552,1.514,7.107,3.46,18.856,19.975,1.354,1.703,7.107,2.929,21.005,22.633,0,KL_056
54150,condominium/apartment,petaling,78.0,78.0,2024,0,1,3076.92,1,0,8,3,0,0,0,0,0,1.561,2.544,0.528,1.407,5.319,9.902,1.523,2.769,0.362,1.526,7.975,8.057,0,PE_014
52710,flat,klang,70.0,70.0,2023,3,1,1714.29,5,1,6,0,0,0,0,0,0,0.391,0.175,0.515,2.745,3.8,5.155,0.308,0.057,0.395,2.839,6.261,5.291,0,KL_061
3308,2 - 2 1/2 storey terraced,hulu langat,128.0,121.0,2023,0,1,5371.9,2,2,24,1,1,0,0,0,0,1.147,1.178,0.276,2.702,1.16,3.262,1.202,1.817,0.43,2.705,1.297,3.363,1,HU_014
60148,2 - 2 1/2 storey terraced,gombak,255.0,130.0,2024,0,0,11530.77,0,0,0,0,0,0,0,0,0,1.723,3.338,3.605,3.595,4.035,14.046,2.983,3.867,4.879,4.273,3.835,13.043,0,GO_000
34876,low-cost flat,petaling,60.38,60.38,2023,1,0,2815.5,9,6,4,1,0,1,0,49237,49237,0.031,0.792,1.207,1.2,8.769,0.653,0.0,0.748,1.162,2.102,11.387,3.008,1,PE_068
35691,condominium/apartment,kuala lumpur,15.9,15.9,2023,24,1,66666.67,5,10,2,10,0,0,0,0,0,0.0,0.64,2.222,1.632,4.234,4.476,0.0,0.812,2.704,1.709,3.615,4.233,1,KU_032
58735,1 - 1 1/2 storey terraced,kuala langat,195.0,68.0,2024,0,0,6617.65,1,3,1,0,4,0,0,0,0,0.836,0.838,1.304,11.392,0.38,13.465,0.885,0.838,1.499,11.501,0.38,24.44,0,KU_006
21671,2 - 2 1/2 storey semi-detached,klang,653.47,310.0,2024,0,1,4838.71,3,6,0,1,0,0,0,0,0,0.788,0.679,1.722,0.881,6.103,3.121,0.702,0.724,1.687,1.264,6.099,3.109,1,KL_022
44093,2 - 2 1/2 storey terraced,hulu langat,219.0,130.06,2023,0,1,6074.12,0,0,2,0,0,0,0,0,0,1.453,1.854,1.533,1.307,6.035,9.012,1.486,1.758,1.589,1.615,6.022,9.011,0,HU_023
54142,condominium/apartment,petaling,78.0,78.0,2023,4,1,3974.36,1,0,8,3,0,0,0,0,0,1.561,2.544,0.528,1.407,5.319,9.902,1.523,2.769,0.362,1.526,7.975,8.057,0,PE_014
48108,flat,petaling,70.0,70.0,2023,4,0,2785.71,6,15,30,4,0,0,0,0,0,1.008,0.288,0.202,1.004,5.656,6.305,2.056,0.232,0.441,1.149,5.116,4.303,0,PE_015
20988,1 - 1 1/2 storey terraced,kuala lumpur,195.0,163.0,2024,0,1,11963.19,4,9,2,0,0,0,0,0,0,0.356,0.115,1.254,2.019,2.58,1.653,0.943,1.026,1.051,1.805,2.809,1.709,1,KU_029
8231,condominium/apartment,kuala lumpur,2.7,2.7,2023,32,1,402962.96,6,7,7,6,3,0,0,0,0,0.273,0.542,0.191,0.798,0.415,4.721,0.696,1.371,0.178,0.907,1.479,4.984,1,KU_035
51527,low-cost flat,kuala lumpur,6.5,6.5,2023,4,0,27692.31,10,5,5,3,0,0,0,0,0,0.101,1.805,3.82,0.341,4.402,5.358,0.124,1.357,4.384,0.132,6.622,6.101,0,KU_117
5841,2 - 2 1/2 storey terraced,kuala lumpur,170.0,143.0,2023,0,1,5244.76,5,9,1,0,1,0,0,0,0,0.305,0.332,1.562,2.179,1.348,1.608,0.408,0.16,2.217,2.708,0.997,1.556,1,KU_043
14712,detached,klang,394.0,186.0,2023,0,0,2284.95,3,13,0,5,0,0,0,0,0,0.375,0.399,1.734,1.397,5.419,3.97,0.28,0.148,1.817,1.515,5.454,4.764,1,KL_026
48982,2 - 2 1/2 storey terraced,sepang,160.0,140.0,2023,0,1,4285.71,0,1,4,0,1,0,0,0,0,4.455,4.288,1.443,7.367,5.032,15.725,4.757,5.104,1.326,7.422,5.79,16.868,0,SE_101
37171,1 - 1 1/2 storey terraced,klang,111.47,65.0,2025,0,1,8769.23,2,0,5,4,1,0,0,0,0,0.786,2.267,0.667,0.834,1.535,3.791,0.544,2.439,0.871,1.128,3.844,4.177,1,KL_018
1879,2 - 2 1/2 storey semi-detached,hulu langat,473.0,473.0,2023,0,1,2756.87,2,0,17,0,0,0,0,0,0,0.391,2.444,0.343,3.442,9.748,3.395,0.344,2.169,0.343,3.442,9.914,3.344,1,HU_011
21895,condominium/apartment,petaling,79.15,79.15,2023,12,0,2122.55,1,1,6,2,1,2,141959,136606,278565,0.194,1.464,0.782,1.183,1.328,0.776,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_062
48856,2 - 2 1/2 storey terraced,sepang,288.0,281.0,2023,0,0,5587.19,0,2,2,0,3,0,0,0,0,1.471,1.062,1.696,4.275,1.033,7.276,1.45,0.795,2.081,4.837,0.798,8.877,0,SE_103
48063,low-cost flat,petaling,48.0,48.0,2025,3,0,3125.0,4,7,19,0,0,0,0,0,0,1.236,0.603,0.026,3.018,6.646,6.131,1.174,0.449,0.0,2.619,4.187,4.298,0,PE_015
5333,2 - 2 1/2 storey terraced,kuala lumpur,156.0,123.0,2023,0,0,4699.19,7,10,5,3,0,1,0,17700,17700,0.433,0.344,0.879,0.809,2.939,1.511,0.501,0.564,0.827,1.662,2.912,1.656,1,KU_046
52595,condominium/apartment,klang,70.0,70.0,2023,3,1,3500.0,1,2,2,2,0,0,0,0,0,0.263,1.062,0.738,2.187,2.689,11.568,9.502,8.851,15.529,13.461,21.018,22.646,0,KL_057
56136,condominium/apartment,gombak,83.0,83.0,2023,3,0,3253.01,6,5,0,1,0,0,0,0,0,0.599,0.43,2.301,1.707,3.906,8.189,0.48,1.192,2.774,2.197,4.137,7.743,0,GO_000
61004,2 - 2 1/2 storey terraced,hulu langat,130.06,128.0,2024,0,0,3906.25,0,2,0,4,0,0,0,0,0,1.637,0.621,1.885,2.361,3.479,6.544,1.724,1.004,1.885,2.649,2.093,6.478,0,HU_028
41799,2 - 2 1/2 storey semi-detached,kuala langat,316.0,230.0,2023,0,1,3478.26,3,2,3,0,0,0,0,0,0,0.275,1.037,0.596,6.897,11.409,13.465,0.238,1.302,0.63,7.968,12.664,24.44,0,KU_006
46692,2 - 2 1/2 storey terraced,putrajaya,296.0,181.17,2023,0,1,7727.55,1,5,7,0,0,0,0,0,0,0.446,0.564,0.5,21.0,3.1,5.211,0.544,1.074,0.544,21.0,3.741,5.409,0,PU_143
6329,condominium/apartment,petaling,134.0,134.0,2024,6,1,8507.46,7,5,7,2,0,0,0,0,0,0.523,0.439,0.709,1.008,3.692,2.143,0.545,0.501,0.843,2.251,3.662,2.337,1,PE_067
35638,condominium/apartment,kuala lumpur,15.6,15.6,2024,8,0,66987.18,4,10,4,0,4,0,0,0,0,0.358,0.509,0.53,3.496,0.861,2.169,0.485,0.564,0.743,3.206,0.948,2.502,1,KU_033
39843,1 - 1 1/2 storey terraced,klang,128.0,69.0,2023,0,1,6376.81,4,0,1,0,0,0,0,0,0,0.968,1.679,1.176,3.745,4.434,9.972,0.968,2.297,1.122,5.293,4.315,9.972,0,KL_057
12890,low-cost flat,kuala lumpur,6.7,6.7,2024,3,0,26865.67,7,8,4,3,0,2,0,102487,102487,0.937,1.062,0.97,1.532,2.167,0.807,0.85,1.497,1.345,1.504,2.007,0.751,1,KU_046
4456,2 - 2 1/2 storey terraced,klang,153.29,145.0,2023,0,1,4675.86,0,2,7,0,1,0,0,0,0,2.053,1.401,0.126,5.359,1.098,4.645,2.961,2.314,0.354,5.569,1.178,4.97,1,KL_017
32581,condominium/apartment,kuala lumpur,11.4,11.4,2023,17,0,66228.07,6,1,6,0,0,0,0,0,0,0.984,1.584,1.437,2.031,2.14,2.494,0.227,1.639,1.842,1.964,6.967,1.951,1,KU_037
8564,low-cost flat,hulu langat,4.9,4.9,2023,11,0,5918.37,5,5,2,2,0,0,0,0,0,0.837,0.336,0.136,1.315,4.822,4.832,0.838,0.336,0.154,1.321,4.718,4.73,1,HU_016
14401,condominium/apartment,petaling,79.0,79.0,2023,11,1,4556.96,5,2,1,1,1,3,208911,213143,422054,0.188,0.535,1.487,1.712,2.281,0.09,0.629,0.544,1.707,2.004,3.234,0.027,1,PE_079
38356,1 - 1 1/2 storey semi-detached,klang,251.0,200.0,2023,0,1,3140.0,0,0,0,0,0,0,0,0,0,2.159,2.444,5.945,9.977,7.052,8.033,2.17,2.555,6.486,10.652,8.385,8.045,0,KL_065
22408,2 - 2 1/2 storey terraced,hulu langat,207.0,190.82,2024,0,1,4454.46,9,12,3,1,0,1,143883,118405,262288,1.408,1.158,1.66,2.297,3.719,1.616,1.458,1.303,1.981,3.235,4.657,3.509,1,HU_015
30443,condominium/apartment,kuala lumpur,10.0,10.0,2023,12,0,51000.0,8,4,2,2,1,0,0,0,0,0.62,0.437,1.666,3.177,1.21,1.677,0.588,0.099,1.436,2.724,2.976,4.446,1,KU_031
63648,cluster house,kuala selangor,193.0,175.0,2024,0,1,6245.71,0,0,0,0,0,0,0,0,0,3.312,2.478,2.807,4.963,7.535,21.0,3.29,2.367,3.087,4.687,7.411,21.0,0,KU_077
1219,2 - 2 1/2 storey semi-detached,petaling,441.65,210.0,2023,0,1,14285.71,5,5,8,1,0,2,147183,139899,287082,0.343,0.828,0.337,3.05,3.423,0.794,0.236,1.137,0.337,3.598,3.497,0.781,1,PE_067
56400,condominium/apartment,klang,85.0,85.0,2023,3,0,2764.71,1,1,0,1,0,0,0,0,0,0.953,1.151,6.953,0.809,13.572,14.691,1.3,1.186,6.911,2.24,13.808,15.436,0,KL_064
4364,2 - 2 1/2 storey terraced,klang,153.0,143.0,2023,0,1,4860.14,5,2,5,1,0,1,0,0,0,0.879,0.097,0.303,2.067,2.849,1.217,0.914,0.062,0.33,2.255,2.946,1.073,1,KL_023
56587,low-cost house,kuala selangor,254.0,92.0,2023,0,0,7500.0,0,4,0,2,0,0,0,0,0,9.167,1.206,8.538,3.432,7.565,21.0,9.309,1.226,8.545,1.81,6.143,21.0,0,KU_076
9061,low-cost flat,kuala lumpur,5.2,5.2,2024,4,0,24038.46,3,3,0,0,3,1,0,30436,30436,0.129,1.004,2.159,1.725,2.078,2.19,0.401,1.371,3.314,3.216,1.562,3.796,1,KU_048
64896,1 - 1 1/2 storey terraced,hulu selangor,100.0,52.0,2023,0,1,5000.0,1,1,0,1,0,0,0,0,0,1.143,1.344,5.76,1.502,2.583,21.0,1.201,1.424,7.202,0.82,3.774,28.143,0,HU_039
5130,2 - 2 1/2 storey terraced,klang,167.22,160.0,2023,0,1,3375.0,6,8,2,0,0,2,0,0,0,0.663,1.151,1.003,2.538,4.567,1.118,0.663,0.782,1.154,2.79,4.733,1.785,1,KL_022
60909,2 - 2 1/2 storey terraced,hulu langat,300.55,154.0,2024,0,1,5876.62,0,0,12,1,0,0,0,0,0,2.245,3.369,0.048,0.0,4.418,5.916,2.178,4.249,0.048,0.0,4.442,6.038,0,HU_027
4609,2 - 2 1/2 storey terraced,klang,246.0,139.0,2023,0,1,6474.82,0,3,7,0,1,0,0,0,0,3.082,2.418,0.721,3.252,1.169,2.68,3.391,2.49,0.973,3.805,0.874,3.532,1,KL_019
50186,low-cost flat,hulu langat,60.0,60.0,2023,0,1,2500.0,3,3,4,0,0,0,0,0,0,1.464,2.49,0.19,6.248,5.597,6.579,1.367,2.654,0.19,6.814,5.412,6.542,0,HU_021
20018,town house,sepang,164.0,164.0,2023,1,0,3231.71,3,1,2,0,0,1,0,6957,6957,0.338,0.013,0.974,3.254,3.562,1.11,0.243,0.243,1.466,7.031,8.879,0.909,1,SE_058
9753,2 - 2 1/2 storey terraced,petaling,202.0,153.0,2023,0,1,6535.95,6,7,9,5,0,1,0,18022,18022,0.74,1.017,0.466,1.239,6.182,1.733,0.711,1.038,0.546,1.272,12.288,2.36,1,PE_061
24848,2 - 2 1/2 storey terraced,kuala lumpur,279.0,152.0,2024,0,1,12368.42,2,4,5,0,0,0,0,0,0,1.651,0.985,0.137,3.64,5.435,4.122,2.214,0.857,0.138,4.408,6.97,5.403,1,KU_036
65996,detached,hulu langat,775.5,317.0,2024,0,1,10094.64,4,6,6,1,0,0,0,0,0,0.104,1.13,0.412,4.888,4.238,5.219,0.141,1.286,0.412,5.446,4.045,5.175,0,HU_021
47474,flat,hulu selangor,73.39,73.39,2023,4,1,1062.82,2,2,0,7,0,0,0,0,0,0.251,0.99,4.209,0.686,1.986,21.0,0.083,0.823,4.281,0.686,3.023,28.143,0,HU_039
51122,flat,gombak,63.0,63.0,2024,1,0,1111.11,4,4,1,0,0,0,0,0,0,0.743,0.467,0.815,1.938,2.407,18.869,0.761,0.422,0.871,1.98,2.524,38.368,0,GO_001
5946,2 - 2 1/2 storey terraced,kuala lumpur,399.01,165.0,2023,0,0,10181.82,8,6,5,1,0,1,42995,41757,84752,0.47,0.401,0.414,2.982,2.216,1.64,0.26,0.325,0.414,2.786,2.338,1.559,1,KU_031
29972,condominium/apartment,kuala lumpur,9.7,9.7,2024,24,0,38659.79,5,6,6,1,0,0,0,0,0,0.892,0.201,1.286,3.483,5.946,3.319,1.11,0.105,0.0,3.534,6.309,4.529,1,KU_036
4411,2 - 2 1/2 storey terraced,klang,171.0,142.0,2023,0,1,4225.35,2,0,3,3,0,0,0,0,0,1.384,1.612,2.281,0.156,6.696,3.717,1.23,1.552,2.148,0.478,6.627,3.636,1,KL_022
7258,condominium/apartment,petaling,79.0,79.0,2024,4,0,3734.18,2,4,2,1,0,0,0,0,0,0.676,1.07,1.12,2.68,2.167,2.867,0.676,1.164,1.175,2.804,2.762,2.678,1,PE_078
62114,2 - 2 1/2 storey terraced,kuala langat,312.0,124.0,2024,0,0,4435.48,2,2,1,0,0,0,0,0,0,0.7,1.156,0.172,5.438,16.167,13.465,0.7,1.208,0.172,5.26,15.357,24.44,0,KU_007
